# C3S1 C3P2 C1S0 Ct1S0pp Ct1S0nn C3P0 C3P1 Ct1S0np cE CE1 Ct3S1 c3 c1 cD C1P1 c4 
1.079791244982549969e+00 -8.398844874332335175e-01 2.599328306284055756e+00 -1.537181132178820908e-01 -1.538914928863170661e-01 1.349565674990956810e+00 -1.290198455044839321e+00 -1.534461281079417538e-01 1.143289335495971670e+00 6.312357400136423546e-01 -1.758853466827889067e-01 -3.366690846985550323e+00 -9.208308291822022706e-01 -5.658744847638599307e-01 6.571333409785073965e-01 3.341040433953197386e+00
8.196964427223417671e-01 -9.301359290240988065e-01 2.979803710005620943e+00 -1.554637750805258067e-01 -1.556653207546784823e-01 1.385694855084052435e+00 -1.177041095292931994e+00 -1.552925009512059473e-01 -4.756752807561812624e-01 6.202969965628790661e-01 -1.738785491607806322e-01 -4.333008170225966182e+00 -1.146391570852323571e+00 -5.325533280918741674e-01 6.397079998609875862e-01 4.498538021983291557e+00
8.043301713677074583e-01 -9.157682328028192709e-01 2.048728796671853480e+00 -1.652411295206096808e-01 -1.648645908963073392e-01 1.520234801768492794e+00 -9.519682389898385111e-01 -1.655769623585588435e-01 -9.394057978575084400e-01 4.835605366047285303e-01 -1.779862795225203576e-01 -3.347459280358949130e+00 -1.265179686649772428e+00 -1.903272174814973905e-01 5.782141256897008752e-01 4.484099092196736969e+00
8.337247496215443032e-01 -6.566625954890483730e-01 2.391395757549847900e+00 -1.542386258059744442e-01 -1.536888450584072974e-01 1.644064687075593723e+00 -1.298979405234961915e+00 -1.541793170998863594e-01 -1.329853150040406495e+00 5.841531620993659635e-01 -1.804684348481663259e-01 -3.486656131444061391e+00 -1.127383856490505876e+00 1.879792275494308829e+00 4.934807999262986744e-01 3.819062385943781557e+00
9.494703248443531196e-01 -7.975083291783311434e-01 2.037136467970960929e+00 -1.595920486827701046e-01 -1.592979213570133168e-01 1.536210433588293789e+00 -9.654431416133983923e-01 -1.592896807970283213e-01 -1.126352731592721979e+00 6.477823530345486747e-01 -1.737805016643235168e-01 -3.480722122217533521e+00 -1.045404801420164453e+00 2.927681251254987682e-02 4.982109470651134853e-01 3.569167906863146111e+00
8.852149472738219949e-01 -7.556887558634229896e-01 2.880154430948583588e+00 -1.645697320288824761e-01 -1.641476556855125390e-01 1.592623251532006456e+00 -1.061584359372955477e+00 -1.643605511093159388e-01 -2.160227841927819803e-01 6.969689249360099259e-01 -1.804154216980875525e-01 -3.532939860456025816e+00 -1.258992416577613183e+00 2.209512643074643901e+00 4.489020024207190374e-01 3.101940242773207679e+00
9.323053409217485488e-01 -8.115617351771069465e-01 2.156199377549610663e+00 -1.639136762811002346e-01 -1.632346308555085168e-01 1.612945919274674678e+00 -1.360269501292887151e+00 -1.628588729609535546e-01 -1.441841076588723514e-01 5.048651199733980022e-01 -1.807484485175148148e-01 -3.397549348482934661e+00 -1.325999183134477288e+00 -1.294437531337475633e-01 5.953510322720817483e-01 3.756583971803574062e+00
1.059493256245652049e+00 -8.686389283056898947e-01 2.989463914794498134e+00 -1.584209878785569903e-01 -1.577909737628560016e-01 1.160267634336358933e+00 -1.312966722144291554e+00 -1.582838246272432192e-01 -2.993052325153999771e-01 5.792820749959135540e-01 -1.743806446424006340e-01 -3.778199381833037052e+00 -1.161029555639851996e+00 2.293172424572937018e+00 6.345901936511002539e-01 4.093980119233959769e+00
1.132444762859641685e+00 -8.961915206265197442e-01 3.034207161177522316e+00 -1.515361247171652659e-01 -1.515744735360434470e-01 1.529391480406812720e+00 -1.240077488552913332e+00 -1.513569868923078932e-01 -7.629638232995880065e-01 6.346077038341919607e-01 -1.754814306281982927e-01 -3.591944260155893964e+00 -1.044110161562563421e+00 2.878769375307802525e-01 6.012662249925808666e-01 3.562290782888926088e+00
1.197490639510661481e+00 -9.228105431788162782e-01 2.241222085653521656e+00 -1.553913387515628852e-01 -1.557975809617364593e-01 1.329567613677387294e+00 -9.775697022035545469e-01 -1.559767180371251782e-01 -2.612563646248406979e-01 6.498412774666004754e-01 -1.785886183288298013e-01 -3.529896025714037489e+00 -1.071152631444656667e+00 1.917101493871596229e+00 5.295768621972904988e-01 3.661640564894526051e+00
1.088275448989122207e+00 -8.588898607173682809e-01 2.203664560128784977e+00 -1.552375824867178178e-01 -1.559449477193831646e-01 1.268978930775679803e+00 -1.192084923145810826e+00 -1.550167085282225521e-01 4.858663037573807131e-01 6.079567638886733683e-01 -1.740235112241270976e-01 -3.383447330402688635e+00 -1.292767397469996471e+00 1.565246153668726770e+00 6.322817474163830997e-01 3.912427422181423253e+00
1.055088220618378481e+00 -7.911926108738414065e-01 2.658589655184934841e+00 -1.573008594181099506e-01 -1.572477601460422758e-01 1.191405562921656225e+00 -1.264306418059289561e+00 -1.566447628558862160e-01 -4.501172297677611400e-01 6.757402899964851661e-01 -1.783227270266068143e-01 -4.251857969091080491e+00 -1.315715625145731815e+00 1.699295198470994972e+00 4.619138707211285499e-01 4.110670368750693804e+00
1.042634941908799018e+00 -9.274002338150592051e-01 2.214637470730103974e+00 -1.568815331177654537e-01 -1.564672673090541921e-01 1.257751294673042919e+00 -1.039858005780226247e+00 -1.563509749726468834e-01 -8.777135615582531969e-01 7.096297472060915101e-01 -1.814075881915808985e-01 -4.649723619776734651e+00 -9.454105958323459902e-01 1.167817981173973507e+00 4.643547271471837878e-01 3.571423498853684819e+00
1.175869110385458161e+00 -8.508738118106962123e-01 2.963196002434433041e+00 -1.596010389709989763e-01 -1.590530265550289535e-01 1.403781627421734957e+00 -1.163425188790319087e+00 -1.588422066633365937e-01 -9.861102197461023566e-01 4.939584266925298728e-01 -1.811620614942264507e-01 -3.765690162435220145e+00 -1.023315618698746654e+00 3.324851745577718232e-01 5.191977123819655482e-01 4.032685051174823343e+00
1.008514798494107856e+00 -9.039974644195857278e-01 2.562861892678584219e+00 -1.548901816113436303e-01 -1.556372244508519020e-01 1.416169552886573202e+00 -1.001717327139051150e+00 -1.556849294097798209e-01 6.622790982843129726e-01 5.804969439796680009e-01 -1.797095384383789740e-01 -4.352351303737200361e+00 -1.088533365980202561e+00 2.634602674053158067e-01 5.242708775074748084e-01 4.369292008105874814e+00
1.138217813356819486e+00 -7.097618326652840315e-01 2.844709124157734692e+00 -1.582089728406808615e-01 -1.582932668807371102e-01 1.452447591372819424e+00 -1.285138580356462779e+00 -1.577949875558198045e-01 -2.040514227435434869e-01 6.278190254709088425e-01 -1.806315050949959533e-01 -4.379565407820257050e+00 -9.110162979439366815e-01 -2.358295699775125875e-01 6.488911274951127961e-01 4.005480186479421612e+00
9.870830371677358217e-01 -8.061426838310998821e-01 2.434334113140671718e+00 -1.655655327658715481e-01 -1.654715339341280844e-01 1.490274279382055589e+00 -1.329878757787123389e+00 -1.658642788159339077e-01 -1.589647473930888344e+00 6.556245460506913147e-01 -1.747219651627530401e-01 -4.700122828018460375e+00 -1.113820284289214646e+00 1.039868708213387283e+00 5.106293060977229459e-01 3.221089509964540465e+00
1.191783711735044049e+00 -7.738319694528387194e-01 2.284813676679195993e+00 -1.537277794351495364e-01 -1.530976473500000601e-01 1.608702209301064556e+00 -1.042642762452044458e+00 -1.529799113797753740e-01 1.154799537519692887e+00 6.509101065868092562e-01 -1.760221283655279412e-01 -3.442946735731969188e+00 -1.301072097653858117e+00 -6.135501354661410112e-02 4.943567475218550444e-01 3.671786283319764088e+00
8.169547648576094279e-01 -8.218704668884386777e-01 2.722409236411375666e+00 -1.535095041260740867e-01 -1.540684419850592568e-01 1.434671057358100077e+00 -1.116388961268663049e+00 -1.543161003562118216e-01 -2.846788260212176347e-01 5.566278452627690942e-01 -1.812301849489450500e-01 -3.609978955434907544e+00 -1.030662415040754398e+00 -2.007655865202294665e-01 5.719472071207467589e-01 3.935640191014170952e+00
1.082591330792066042e+00 -7.174193543225322323e-01 2.231355353616319093e+00 -1.646725723741364888e-01 -1.651246062384168212e-01 1.668829180312021654e+00 -1.208302961014968036e+00 -1.642623451476127594e-01 8.401200369605121843e-01 5.988809766002144430e-01 -1.818954992295808148e-01 -3.354572987765797265e+00 -9.330352928968141946e-01 -2.492116453267970710e-01 5.533653350233259660e-01 3.333738026005263144e+00
9.844414972172155220e-01 -6.694212877695036035e-01 2.842001119716474289e+00 -1.521496482738406708e-01 -1.524621151488049775e-01 1.366297293158872161e+00 -1.354467536121550797e+00 -1.523044750144340043e-01 -7.154798560306672162e-01 6.105540660678365761e-01 -1.800235094903623045e-01 -3.994309534167118425e+00 -1.079222775249562449e+00 1.334240395151250702e+00 5.365332140401841698e-01 3.055083174540253577e+00
1.009078798762244711e+00 -6.864616081540888537e-01 2.277961399689243827e+00 -1.665301027360275854e-01 -1.662830540711448812e-01 1.214049545225544202e+00 -1.223057586632319893e+00 -1.658580804496676275e-01 8.545295680024556084e-01 6.646448098789785597e-01 -1.786299174543629908e-01 -3.862601715306665628e+00 -1.227740278486968872e+00 1.574859130350959369e+00 6.162346646541343453e-01 3.879435182200640320e+00
1.092544476268467069e+00 -8.094477636686052691e-01 2.261913227153978578e+00 -1.524907080235015089e-01 -1.517356313139892332e-01 1.311798008140667715e+00 -9.215482631909093225e-01 -1.515133845146786340e-01 1.330505642859495463e+00 6.256111207626779969e-01 -1.798636252141472269e-01 -3.961783523724109468e+00 -9.859080232285968304e-01 1.245822855087842740e+00 5.456236821615034760e-01 3.449874648576652270e+00
1.066004707436984944e+00 -6.896466491510968577e-01 2.062818725101484674e+00 -1.664726993707534575e-01 -1.666455627240243653e-01 1.517653795542267092e+00 -1.296755117305616878e+00 -1.663581961603423920e-01 -1.543351903057776697e+00 7.078092979606588342e-01 -1.799606502539802533e-01 -4.211587892732105765e+00 -9.004504374464208372e-01 1.934093201292752973e+00 5.087435587149435889e-01 3.439722374418922701e+00
1.174482214900004040e+00 -9.586728824399634030e-01 3.024032690268048107e+00 -1.621157766539086387e-01 -1.622782369689359516e-01 1.310445718427989181e+00 -9.905938780430114665e-01 -1.621600791470144964e-01 1.182260457248298202e+00 6.072868126539014977e-01 -1.809561198691514994e-01 -3.575773196713359248e+00 -9.607059343415791375e-01 2.255476745184734177e+00 4.610792437406850963e-01 4.322280296510998099e+00
1.163985018440768959e+00 -7.120312894948487292e-01 2.676319103111820308e+00 -1.620789260848546909e-01 -1.624755933635905203e-01 1.419820552539740932e+00 -9.821941422163833479e-01 -1.624188752581564865e-01 9.481007450013079207e-01 6.466933532663816653e-01 -1.761669232907533134e-01 -3.291857957046130601e+00 -1.304981994889626407e+00 6.557533616778837837e-01 5.644526547790540416e-01 4.472983883011252715e+00
1.106870007608624640e+00 -8.713980235539027230e-01 2.638144124397911128e+00 -1.574185006587018043e-01 -1.579636561805514428e-01 1.665002044720370389e+00 -9.566118255517113145e-01 -1.573171700716317067e-01 6.110205979528005038e-01 5.061103893664674613e-01 -1.811005311325052103e-01 -3.282584332771968594e+00 -1.309552351438116657e+00 1.112144359890690826e+00 6.245942183769200851e-01 4.296471200991079264e+00
1.146067914528216880e+00 -6.915217619451872189e-01 2.535477188087821077e+00 -1.551008305362372164e-01 -1.553478605649296629e-01 1.273811347989334930e+00 -1.227575578111472332e+00 -1.546356966020472901e-01 8.164551366628756135e-01 5.430134391021816942e-01 -1.815441694872708678e-01 -3.801545267393914074e+00 -1.340910106948806080e+00 9.634938040831281247e-01 5.005713467118559912e-01 4.070059527741157090e+00
8.137763796009642725e-01 -9.165660847550232138e-01 2.192587607876059330e+00 -1.579573937158061103e-01 -1.580472880249196299e-01 1.606902176701698437e+00 -1.066977884746664662e+00 -1.586200744088840653e-01 2.920511312871707510e-01 6.919958870735615220e-01 -1.816125134113479034e-01 -3.861693570003456255e+00 -1.121377169412096642e+00 -7.171210351333305866e-01 4.556581445863601143e-01 3.402939410875260418e+00
1.018976901049811312e+00 -9.218254738896609624e-01 2.100232096402768978e+00 -1.596658423190684406e-01 -1.601066353925736097e-01 1.648047458248833141e+00 -1.058408732393094187e+00 -1.598681768251853930e-01 -5.659757593245717811e-01 5.669607440548107835e-01 -1.746414158364908153e-01 -3.668768236608597633e+00 -9.571279604923625950e-01 1.521629319169688355e+00 6.103374447811568126e-01 4.346875989450783351e+00
8.739907283783006076e-01 -7.634863604161077344e-01 2.696751680697561326e+00 -1.660614255333828226e-01 -1.664503639249332034e-01 1.251088869248858648e+00 -1.328696050324901234e+00 -1.656904468986768464e-01 -1.198299088878273855e+00 4.935175757107040928e-01 -1.773170890762152951e-01 -4.223228968266644401e+00 -1.250934315049608836e+00 -1.691000289689326141e-01 5.204682413233702176e-01 3.676657969286100780e+00
1.005809513167651881e+00 -8.834773218380707061e-01 2.034930065461913795e+00 -1.519581212733152331e-01 -1.519957821559543842e-01 1.197829566257309519e+00 -1.134016790831338550e+00 -1.516218288463074548e-01 -8.562563495311342754e-01 5.275479292033237178e-01 -1.768852552242982379e-01 -3.301202207459334126e+00 -1.296322994695478625e+00 5.985137543556396933e-01 6.310251336426615509e-01 3.776604040537524298e+00
1.144643353248717688e+00 -6.430354106632208966e-01 2.305166934409423440e+00 -1.563138019307033222e-01 -1.558802915560427993e-01 1.564042281687709313e+00 -9.684342390093705344e-01 -1.566364659675392457e-01 9.130656581586986675e-01 5.076030667466971957e-01 -1.819484978947935594e-01 -4.438761372906687264e+00 -1.154379671915534145e+00 1.395520426190203445e+00 5.135896631044100102e-01 3.134361608200074034e+00
8.446532672840343370e-01 -7.891322615353982828e-01 2.742801762049379199e+00 -1.540990941012462256e-01 -1.547089148972685124e-01 1.617631574517966131e+00 -1.123840972820683515e+00 -1.551041575583809173e-01 3.439615586109325829e-01 5.043328954209412851e-01 -1.738303657490362364e-01 -3.544348156043255038e+00 -1.090688471397772030e+00 5.731292638349568813e-01 4.626223668445799131e-01 4.182190921187058485e+00
8.568724546836130607e-01 -9.109744153458433358e-01 2.587365294495655110e+00 -1.547805934310598763e-01 -1.550646028981991775e-01 1.469883564078014127e+00 -1.195369993396625530e+00 -1.544655330045993924e-01 5.691753570581474797e-01 5.772539700842695964e-01 -1.810297530590730397e-01 -4.110110838025976321e+00 -1.076123056217261009e+00 -4.167065571730644291e-01 5.615722421293267708e-01 3.805903855589243268e+00
1.178366018056268505e+00 -7.477551491800985550e-01 2.891289652737993876e+00 -1.604627292893737456e-01 -1.605376970461582786e-01 1.316806740909217455e+00 -1.128960332184187010e+00 -1.602062182650489941e-01 -4.811019639559277472e-02 5.290231547109855992e-01 -1.756231825679022973e-01 -3.380027458799648166e+00 -9.721331159739499128e-01 2.257737542777750184e-01 5.712101349578214693e-01 4.411145439781174460e+00
9.387922477020597123e-01 -6.740034234269236535e-01 2.895165152715125423e+00 -1.676134086899524755e-01 -1.668387727910242146e-01 1.568205628826775833e+00 -1.102897010971274128e+00 -1.668952140683170604e-01 1.471467556430330337e-01 4.917519243758172176e-01 -1.793933135480170193e-01 -4.655113926151003945e+00 -1.300121347439737285e+00 1.484087605069968951e+00 5.203271197183229058e-01 3.034408639995832324e+00
8.721992723971359052e-01 -8.702198222171675379e-01 2.838287653092747664e+00 -1.537959582732270070e-01 -1.531446089092394491e-01 1.186407677671396321e+00 -9.593959135047367415e-01 -1.533855587627110661e-01 8.766671565245758302e-01 5.869649628083796200e-01 -1.789644587020536026e-01 -3.452332523552957166e+00 -1.271145473767826273e+00 1.997493011781400485e-01 6.105241324134417225e-01 3.199006382133430471e+00
1.031531723447310922e+00 -6.553737355989536217e-01 2.092832844775164070e+00 -1.524876960041497698e-01 -1.530171129899532134e-01 1.376923634076424374e+00 -1.108024819613323775e+00 -1.526492909337328896e-01 -3.180994743179796913e-01 5.299887019911867503e-01 -1.775057510080365608e-01 -4.143135807987675001e+00 -1.085463985723285729e+00 1.137449116149702455e+00 6.198452553329707460e-01 3.409216227850131453e+00
9.221375038059204110e-01 -8.670194292347107590e-01 2.631514771438888900e+00 -1.557738982016354523e-01 -1.551050703478490111e-01 1.294543935238821053e+00 -9.562835000929182927e-01 -1.556659922274203633e-01 -3.880058261134973208e-01 6.333999213128891359e-01 -1.777450525230278577e-01 -4.029459983223111941e+00 -1.221897799409619179e+00 1.336895788213665615e-02 4.705701615000247306e-01 3.076314592007203697e+00
8.975295335477462277e-01 -8.074905126030355040e-01 2.582665177494481767e+00 -1.536742180152293469e-01 -1.535103339189545502e-01 1.238588088266353138e+00 -1.274725211307257799e+00 -1.533435524091063262e-01 6.060597080534049219e-01 6.536491437671626548e-01 -1.763549210779881138e-01 -4.687803543358415759e+00 -1.124708975103515529e+00 1.531926268274990122e-01 6.050045520428080081e-01 3.993395014369193863e+00
1.036806847997189251e+00 -8.409184980414026178e-01 2.766680355079422782e+00 -1.597314326204018753e-01 -1.593662069529365177e-01 1.300617946532434122e+00 -1.320202510262189932e+00 -1.600832133398639168e-01 -1.139976100472593457e+00 4.892643746042804054e-01 -1.769297011528364050e-01 -4.294042779260027309e+00 -9.777504686312332716e-01 2.307155454592849875e+00 5.649003787040687286e-01 4.074706656066478416e+00
1.057647349327826447e+00 -7.209357736650514603e-01 2.187413934265195259e+00 -1.671274838556351117e-01 -1.667234632314602838e-01 1.281443652710761993e+00 -1.176824411795325043e+00 -1.676794907263981227e-01 1.043468202118948973e+00 6.517876064178660389e-01 -1.763009861554777624e-01 -3.706598989150842627e+00 -9.845355698489299812e-01 9.390582445211369533e-01 4.760000472717555997e-01 4.231990209060029429e+00
1.034309339666130700e+00 -6.876136442648086433e-01 2.785188509928748779e+00 -1.549102007365896760e-01 -1.543418470838826273e-01 1.546024864625337170e+00 -1.088705305378608212e+00 -1.547688058438085046e-01 -1.695468131728641303e-01 6.024096014717550407e-01 -1.818013035761616714e-01 -3.937101705641761651e+00 -1.163651340747601903e+00 5.679917236816393045e-01 5.815686915365316789e-01 4.255756542235165085e+00
1.155836289360662850e+00 -7.438182653028198033e-01 2.520271439742939545e+00 -1.512559447189283091e-01 -1.518257940875336887e-01 1.200988309078898197e+00 -1.257221962933383397e+00 -1.512204685577945573e-01 -1.316237995359026414e-02 5.742975002590103850e-01 -1.745325086376346979e-01 -3.166972624949074167e+00 -9.424810392135638537e-01 7.684470024093276175e-01 6.137918469514961339e-01 4.331981269734885842e+00
9.411383575437397564e-01 -9.339172669174173880e-01 2.752615229287474818e+00 -1.524077716022363416e-01 -1.527234111154878449e-01 1.318879765742136279e+00 -1.345317248555346179e+00 -1.522314556535054042e-01 7.138146208267763804e-01 6.234485012723592900e-01 -1.777715847857846976e-01 -3.187831401747578397e+00 -1.173692318912892274e+00 2.351546364360125541e+00 5.139942320233585882e-01 3.145012909043964466e+00
8.928384095684094302e-01 -8.644535125294755540e-01 2.287021581175510132e+00 -1.563047799120831638e-01 -1.565727666790555639e-01 1.628215838988160247e+00 -1.048984192390336911e+00 -1.562703386475003675e-01 -1.004882763183230221e-01 5.835487893900171974e-01 -1.777072491423360434e-01 -4.187138902850993105e+00 -1.338688594172685820e+00 4.501160592435683450e-01 6.045870813202539606e-01 3.251606433625505055e+00
8.310428569645585961e-01 -7.970986571337077553e-01 2.602266315930375384e+00 -1.549375534455800507e-01 -1.548566381529986880e-01 1.486863781985397814e+00 -1.020157122188365184e+00 -1.552028989963174788e-01 -1.016401093114954080e+00 6.529401141349641113e-01 -1.796661878530485257e-01 -3.825512408334759140e+00 -1.101393835706737656e+00 4.678997350273726985e-01 5.459961011754765892e-01 3.202792942313698710e+00
8.904938249230242020e-01 -9.286953714410903782e-01 3.001658964869052149e+00 -1.602503757993957167e-01 -1.599483536784342408e-01 1.156191235398443595e+00 -1.204211403798227886e+00 -1.594002571323571149e-01 5.882092689971742949e-01 6.321022782443463939e-01 -1.752104729759080826e-01 -3.786848504142271032e+00 -1.081855095600762429e+00 8.419225380719913554e-01 5.395146821528687964e-01 4.117547290958841977e+00
1.153234893333121791e+00 -9.252863366918068211e-01 2.256763516481353982e+00 -1.531104045134751845e-01 -1.528301327687101308e-01 1.138020675562841477e+00 -1.335715492506971191e+00 -1.526513509135976610e-01 7.400750492390644197e-01 6.945258799220264123e-01 -1.817132272973815965e-01 -3.678996102244189714e+00 -1.054186478275332517e+00 -2.667058355055614838e-01 4.575946179653722079e-01 4.099596203334378686e+00
9.296549035726490162e-01 -7.421158318566190015e-01 2.616087539419172714e+00 -1.669807556805331661e-01 -1.666025315736674728e-01 1.161058196799636510e+00 -9.398405887947101078e-01 -1.665559007156366678e-01 -1.557600989216261445e+00 5.687082375039748117e-01 -1.793288001252697772e-01 -4.569628922747700273e+00 -9.982261697471557227e-01 -6.800931142103058269e-01 5.517189698487711125e-01 3.291034128523844693e+00
8.549428263662299798e-01 -7.392165857916498384e-01 2.150542010851783647e+00 -1.591059340612702711e-01 -1.589904578512728595e-01 1.676222695936109286e+00 -1.149506598484866249e+00 -1.598371316390099495e-01 -1.385802902921916990e+00 6.863614401313948843e-01 -1.803176556823863352e-01 -4.371338154103666440e+00 -1.057517049182628011e+00 6.895581883429003911e-01 5.359398394438388280e-01 3.367017608909745441e+00
1.039420545464325496e+00 -7.830309935493451334e-01 2.773084949298036062e+00 -1.605445905615750790e-01 -1.600243208190194888e-01 1.226839822802855862e+00 -1.026262470941677662e+00 -1.600806875341696245e-01 -6.935695611388255077e-01 6.625787316042559549e-01 -1.757063809187338621e-01 -3.183775552298841127e+00 -1.273284432247135056e+00 1.021345471671475824e+00 4.665585779232681585e-01 4.365821747597706803e+00
1.069368973479842611e+00 -8.466820042124627577e-01 2.318282637649125455e+00 -1.603953555840848255e-01 -1.610134272277959355e-01 1.134142013813854710e+00 -1.100074947313184781e+00 -1.610226409148633464e-01 5.442232002928228951e-01 5.896810300201853483e-01 -1.775607785384300252e-01 -3.628703557903281585e+00 -1.004553390217000519e+00 1.339766923524211784e+00 5.157320345901622582e-01 3.900283757778541638e+00
1.101910805042229935e+00 -7.314250218257810632e-01 2.710960528057658081e+00 -1.587655199208723167e-01 -1.588402488124955603e-01 1.586224194323147207e+00 -1.248238946997158871e+00 -1.590622078620019531e-01 7.568347739193015400e-02 4.974045482649964711e-01 -1.756725239982993014e-01 -4.392184578978225673e+00 -1.281765514909316783e+00 4.878642948022443582e-01 5.609710947193403685e-01 3.548029639807368074e+00
1.190214466540856719e+00 -6.506363035081648150e-01 2.467414934660923098e+00 -1.633452663665650728e-01 -1.629248147352561904e-01 1.177537501984461166e+00 -1.004530969864346535e+00 -1.638506961272138407e-01 -8.217904942771888654e-01 7.000624186850349373e-01 -1.748201282027010139e-01 -4.284832655907246490e+00 -1.320013754143425366e+00 6.340528367074308447e-01 4.885880999066085639e-01 3.494490431188759683e+00
9.750870410259672161e-01 -9.315674193078694598e-01 2.428296406254596196e+00 -1.663117501557479228e-01 -1.661158703237110845e-01 1.195865289888663918e+00 -1.131589953228041123e+00 -1.662485811645196820e-01 -1.247277400016661097e+00 6.292389624196075282e-01 -1.744410586287237219e-01 -3.226912855084671072e+00 -1.086671022195476288e+00 -6.069307156051337859e-01 6.327620236723112690e-01 3.044159283162596097e+00
1.025346056887374457e+00 -7.281606306641491555e-01 2.297516168400347336e+00 -1.521175565841099975e-01 -1.513728515046348921e-01 1.616407598047382876e+00 -9.961658838785967252e-01 -1.519215509298478539e-01 2.753224979378314785e-01 5.756654935017353480e-01 -1.757743248334272812e-01 -4.119988219892816161e+00 -1.172036958175195265e+00 1.830177207935172135e+00 4.752523009626823391e-01 3.359941031774023479e+00
